created_on,stock_id,productId,WMF1,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
8/10/2018 21:17,527976,PR15392,WMF1,88,0,5/30/2021,8901138511739,43,,0,,,,,,Himalaya Herbals Baby Massage Oil (100ml)
8/10/2018 21:17,529541,PR10438,WMF1,67,0,5/30/2020,8901030676147,90,,0,,,,,,Pears Soap - Pure & Gentle (125g)
8/10/2018 21:17,522866,PR11660,WMF1,100,0,12/30/2020,8901198112754,3,,0,,,,,,Luxor 886 Assorted Color Gloliter Pen (1 PACKET x 5pcs)
8/10/2018 21:17,518462,PR11461,WMF1,64,0,8/30/2019,4902430773188,6,,0,,,,,,Pantene (Rs. 4) Shampoo - Silky Smooth Care (7ml) (1 SHEET X 16 Sachets)
8/10/2018 21:17,521247,PR11464,WMF1,64,0,4/30/2020,4902430773140,6,,0,,,,,,Pantene (Rs. 4) Shampoo - Hairfall Control (7ml) (1 SHEET x 16 Sachets)
8/10/2018 21:17,525821,PR15083,WMF1,70,0,1/30/2020,8901012119112,21,,0,,,,,,Johnsons Baby Wipes (20pcs)
8/10/2018 21:17,521217,PR10854,WMF1,67,0,9/30/2020,8901012118085,9,,0,,,,,,Johnsons Baby Hair Oil (100ml)
8/10/2018 21:17,528106,PR12678,WMF1,100,0,12/30/2020,470455,2,,0,,,,,,SRS A4 Size Strip Files & Folders (1 PACKET x 10pcs)
8/10/2018 21:17,523325,PR13478,WMF1,156,0,12/30/2020,471193,2,,0,,,,,,Generic Clear Tape (0.5 Inch) (12mm X 45m) (1 PACKET X 12pcs)
8/10/2018 21:17,529129,PR15161,WMF1,65,0,6/30/2020,8901396183600,36,,0,,,,,,Harpic Hygenic Bathroom Cleaner - Jasmine (26g)
8/10/2018 21:17,525657,PR15053,WMF1,65,0,10/30/2019,8901396159001,27,,0,,,,,,Harpic Flushmatic - Aquamarine Blue (50g)
8/10/2018 21:17,527025,PR15314,WMF1,69,0,11/30/2019,8901088050586,95,,0,,,,,,Parachute Advansed Coconut Hair Oil (170ml)
8/10/2018 21:17,521148,PR14343,WMF1,150,0,0000-00-00,4927478022333,45,,0,,,,,,Generic Happy Everyday Wall Sticker Hanger (Colour May Vary)
8/10/2018 21:17,426077,PR10908,WMF1,80,0,11/30/2016,8901138500467,47,,0,,,,,,Himalaya Herbals Fairness Cream (50g)
8/10/2018 21:17,516988,PR10393,WMF1,73,0,12/30/2019,8901030554643,1,,0,,,,,,Lux Velvet Touch Soap Bar - Jasmine and Almond Oil (100g x 3pcs)
8/10/2018 21:17,525655,PR15149,WMF1,65,0,7/30/2019,8901396309109,3,,0,,,,,,Dettol Kitchen Dish and Slab Gel - Lime Green (200ml)
8/10/2018 21:17,525654,PR15132,WMF1,65,0,7/30/2019,8901396308409,12,,0,,,,,,Dettol Kitchen Dish and Slab Gel - Lemon Fresh (200ml)
8/10/2018 21:17,529025,PR10880,WMF1,69,0,11/30/2019,8901012111123,9,,0,,,,,,Johnsons Baby Powder - Blossoms (100g)
8/10/2018 21:17,528315,PR10971,WMF1,76,0,0000-00-00,8901138836108,3,,0,,,,,,Himalaya Herbals Toothpaste - Complete Care (150g)
8/10/2018 21:17,529026,PR10344,WMF1,70,0,4/30/2021,8901012114186,36,,0,,,,,,Johnsons Baby Milk Cream (50g)
8/10/2018 21:17,510813,PR10344,WMF1,75,0,5/30/2019,8901012114186,24,,0,,,,,,Johnsons Baby Milk Cream (50g)
8/10/2018 21:17,529085,PR10246,WMF1,74,0,7/30/2020,8908000498976,1,,0,,,,,,Aswini Hair Oil (90ml)
8/10/2018 21:17,527525,PR15352,WMF1,72,0,3/30/2021,8901287100419,3,,0,,,,,,Mysore Sandal Soap (150g)
8/10/2018 21:17,529147,PR11711,WMF1,120,0,12/30/2021,8901324581140,9,,0,,,,,,Nataraj (Rs. 12) 621 Plastic Scale (30cm) (1 BOX x 10pcs)
8/10/2018 21:17,522954,PR13476,WMF1,100,0,12/30/2020,8901324013900,17,,0,,,,,,Apsara Wax Crayon (12 Shades) (1 PACKET x 10pcs)
8/10/2018 21:17,529489,PR15662,WMF1,75,0,5/30/2020,8906057531387,379,,0,,,,,,Medimix Ayurvedic Soap (75g) Buy 3 Get 1 FREE
8/10/2018 21:17,526720,PR15383,WMF1,75,0,3/30/2020,8901399241024,11,,0,,,,,,Santoor Handwash Pump - Classic Sandal & Tulsi (215ml) + 180ml Refill
8/10/2018 21:17,529548,PR10255,WMF1,78,0,5/30/2020,8901030638589,2055,,0,,,,,,Ponds Talcum Powder - Dreamflower (100g)
8/10/2018 21:17,529134,PR15078,WMF1,75,0,6/30/2020,8901396348504,13,,0,,,,,,Dettol Disinfectant Liquid - Menthol Cool (200ml)
8/10/2018 21:17,521417,PR14432,WMF1,100,0,0000-00-00,8901765011855,2,,0,,,,,,Pentel Slim Grip Ball Point Pen - Blue (1 PACKET x 10pcs)
8/10/2018 21:17,514214,PR10299,WMF1,90,0,7/30/2019,8901542017605,4,,0,,,,,,Nycil Talcum Powder - Cool Chandan (150g)
8/10/2018 21:17,521798,PR15055,WMF1,90,0,3/30/2019,8901542017551,64,,0,,,,,,Nycil Talcum Powder - Lavender Excel (150g)
8/10/2018 21:17,515305,PR15047,WMF1,90,0,0000-00-00,8901542017575,96,,0,,,,,,Nycil Talcum Powder - Cool Classic (150g)
8/10/2018 21:17,527598,PR15266,WMF1,100,0,12/30/2020,8901425029923,1,,0,,,,,,Camlin (Rs. 10) CD/DVD Marker Pen - Red (1 PACKET x 10pcs)
8/10/2018 21:17,527599,PR15275,WMF1,100,0,12/30/2020,8901425029947,1,,0,,,,,,Camlin (Rs. 10) CD/DVD Marker Pen - Green (1 PACKET x 10pcs)
8/10/2018 21:17,527597,PR15261,WMF1,100,0,12/30/2020,8901425029930,2,,0,,,,,,Camlin (Rs. 10) CD/DVD Marker Pen - Blue (1 PACKET x 10pcs)
8/10/2018 21:17,527596,PR15270,WMF1,100,0,12/30/2020,8901425029954,2,,0,,,,,,Camlin (Rs. 10) CD/DVD Marker Pen - Black (1 PACKET x 10pcs)
8/10/2018 21:17,525793,PR14462,WMF1,100,0,12/30/2020,8901425073445,19,,0,,,,,,Camlin (Rs. 10) Wax Crayons (1 PACKET x 12 Shades) (Pack of 10)
8/10/2018 21:17,528565,PR12926,WMF1,100,0,6/30/2021,8901324003451,20,,0,,,,,,Apsara (Rs. 5) Long Point Sharpener (1 BOX x 20pcs)
8/10/2018 21:17,527010,PR11811,WMF1,90,0,12/30/2020,8901238510663,2,,0,,,,,,Kangaro Punch (DP-480) (Capacity of 14 Sheets)
8/10/2018 21:17,529107,PR10505,WMF1,77,0,4/30/2019,8901288211008,10,,0,,,,,,Vicco Vajradanti Sugar Free Ayurvedic Toothpaste (100g)
8/10/2018 21:17,529385,PR15038,WMF1,72,0,5/30/2020,8901023007408,2,,0,,,,,,Godrej No1 Soap - Sandal & Turmeric (100g) Buy 3 Get 1 FREE
8/10/2018 21:17,529384,PR10200,WMF1,72,0,6/30/2020,8901157001204,18,,0,,,,,,Good Knight Refill + 1 Machine - Silver (45Nights)
8/10/2018 21:17,525685,PR10932,WMF1,72,0,3/30/2020,8901157001167,72,,0,,,,,,Good Knight Liquid Refill - Silver Power (60Nights)
8/10/2018 21:17,529387,PR10816,WMF1,72,0,6/30/2020,8901023011719,92,,0,,,,,,Good Knight Xpress System Refill - Liquid Vapouriser (35ml)
8/10/2018 21:17,527821,PR11625,WMF1,80,0,1/30/2020,8904109470745,53,,0,,,,,,Patanjali Hair Oil - Kesh Kanti Amla (200ml)
8/10/2018 21:17,527832,PR10403,WMF1,75,0,6/30/2019,8904109450327,80,,0,,,,,,Patanjali Dant Kanti Dental Cream Toothpaste - Regular (200g)
8/10/2018 21:17,529069,PR10351,WMF1,79,0,5/30/2021,8901138511449,6,,0,,,,,,Himalaya Herbals Gentle Baby Shampoo (100ml)
8/10/2018 21:17,529290,PR14853,WMF1,100,0,6/30/2021,8901765131010,2,,0,,,,,,Flair (Rs. 5) Sleek Gel Pen - Blue (1 PACKET x 20pcs) 
